mode,model_key,condition,answer_request_id,sample_id,domain,difficulty,atom_count,over_budget,under_budget,total_budget,sample_any_opb,sample_any_upb,sample_any_error,sample_exact,severe_two_step,scs_rho_0_25,scs_rho_0_5,scs_rho_0_75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_029a7e6a6cad54f5,crk2_v2_raw_029a7e6a6cad54f5,health_seed,level_1,6,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_02db8c3fa6424054,crk2_v2_raw_02db8c3fa6424054,health_seed,level_2,9,1,2,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_02df9f086b8f265d,crk2_v2_raw_02df9f086b8f265d,health_seed,level_2,25,5,0,5,1,0,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_03072a7c71d8b13f,crk2_v2_raw_03072a7c71d8b13f,health_seed,level_2,18,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0308e92a5aa8745a,crk2_v2_raw_0308e92a5aa8745a,health_seed,level_1,7,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_032393ff889421bb,crk2_v2_raw_032393ff889421bb,health_seed,level_1,15,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_045ca89b4935073b,crk2_v2_raw_045ca89b4935073b,health_seed,level_1,7,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_047b6850b089ca9a,crk2_v2_raw_047b6850b089ca9a,health_seed,level_3,19,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_05f245cd4617e5ac,crk2_v2_raw_05f245cd4617e5ac,health_seed,level_3,12,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_05f626d37d340560,crk2_v2_raw_05f626d37d340560,health_seed,level_2,9,8,0,8,1,0,1,0,1,1.52587890625e-05,0.00390625,0.1001129150390625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0610f89237fa6713,crk2_v2_raw_0610f89237fa6713,health_seed,level_1,7,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0644731a493e8f86,crk2_v2_raw_0644731a493e8f86,health_seed,level_2,9,3,0,3,1,0,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_06bde1c3ae0978a4,crk2_v2_raw_06bde1c3ae0978a4,health_seed,level_3,25,6,0,6,1,0,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_06e0446f3c53401a,crk2_v2_raw_06e0446f3c53401a,health_seed,level_2,12,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_071556c5e0c6fda7,crk2_v2_raw_071556c5e0c6fda7,health_seed,level_2,14,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_071db05785eb62c6,crk2_v2_raw_071db05785eb62c6,health_seed,level_2,38,3,1,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_076cd56517be77d4,crk2_v2_raw_076cd56517be77d4,health_seed,level_2,14,4,3,7,1,1,1,0,1,6.103515625e-05,0.0078125,0.13348388671875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_07742fede4a6d749,crk2_v2_raw_07742fede4a6d749,health_seed,level_3,25,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_07d1f97a8d5380d8,crk2_v2_raw_07d1f97a8d5380d8,health_seed,level_2,22,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_08464f79dd0530c2,crk2_v2_raw_08464f79dd0530c2,health_seed,level_2,17,0,2,2,0,1,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_085f163477436cc7,crk2_v2_raw_085f163477436cc7,health_seed,level_3,15,8,1,9,1,1,1,0,1,3.814697265625e-06,0.001953125,0.07508468627929688
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_097df552e0b1616e,crk2_v2_raw_097df552e0b1616e,health_seed,level_2,10,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0993966ba31dcc07,crk2_v2_raw_0993966ba31dcc07,health_seed,level_1,7,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0ab35d2ce7a67348,crk2_v2_raw_0ab35d2ce7a67348,health_seed,level_2,19,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0b2c36d7d33469b9,crk2_v2_raw_0b2c36d7d33469b9,health_seed,level_2,10,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0b6f51731e626698,crk2_v2_raw_0b6f51731e626698,health_seed,level_3,13,3,2,5,1,1,1,0,0,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0b776022864ac16a,crk2_v2_raw_0b776022864ac16a,health_seed,level_3,26,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0b81dadcb49ac2c0,crk2_v2_raw_0b81dadcb49ac2c0,health_seed,level_1,9,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0bb5bbf55420d022,crk2_v2_raw_0bb5bbf55420d022,health_seed,level_3,11,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0c3ad3cfc829591c,crk2_v2_raw_0c3ad3cfc829591c,health_seed,level_3,24,5,2,7,1,1,1,0,1,6.103515625e-05,0.0078125,0.13348388671875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0c7c3adcd3f947ad,crk2_v2_raw_0c7c3adcd3f947ad,health_seed,level_2,11,7,2,9,1,1,1,0,1,3.814697265625e-06,0.001953125,0.07508468627929688
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0cad66a04dc96500,crk2_v2_raw_0cad66a04dc96500,health_seed,level_2,14,8,0,8,1,0,1,0,1,1.52587890625e-05,0.00390625,0.1001129150390625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0d03c62959d57066,crk2_v2_raw_0d03c62959d57066,health_seed,level_2,20,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0d6fab22e6a492b6,crk2_v2_raw_0d6fab22e6a492b6,health_seed,level_1,8,2,0,2,1,0,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0d7adbd4edeb4847,crk2_v2_raw_0d7adbd4edeb4847,health_seed,level_3,25,4,1,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0d80033dcbc29195,crk2_v2_raw_0d80033dcbc29195,health_seed,level_3,22,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0d9b0d4e02b6df17,crk2_v2_raw_0d9b0d4e02b6df17,health_seed,level_2,16,7,2,9,1,1,1,0,1,3.814697265625e-06,0.001953125,0.07508468627929688
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0d9fe230587bdb0a,crk2_v2_raw_0d9fe230587bdb0a,health_seed,level_2,19,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0dc8a4f80beb6425,crk2_v2_raw_0dc8a4f80beb6425,health_seed,level_1,7,7,0,7,1,0,1,0,1,6.103515625e-05,0.0078125,0.13348388671875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0dcbc8343c9eb908,crk2_v2_raw_0dcbc8343c9eb908,health_seed,level_2,16,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0e03840e60fe8ba8,crk2_v2_raw_0e03840e60fe8ba8,health_seed,level_1,11,6,0,6,1,0,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0e0e542f97c709f4,crk2_v2_raw_0e0e542f97c709f4,health_seed,level_1,6,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0e29334ac1bfe554,crk2_v2_raw_0e29334ac1bfe554,health_seed,level_1,6,3,0,3,1,0,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0e4403067b1877d9,crk2_v2_raw_0e4403067b1877d9,health_seed,level_2,21,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0e62e6de25af7302,crk2_v2_raw_0e62e6de25af7302,health_seed,level_2,58,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0e8878eb24b28241,crk2_v2_raw_0e8878eb24b28241,health_seed,level_2,35,3,1,4,1,1,1,0,0,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0f3cb1354dbd71de,crk2_v2_raw_0f3cb1354dbd71de,health_seed,level_3,14,6,1,7,1,1,1,0,1,6.103515625e-05,0.0078125,0.13348388671875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0f77cbc92345dc4a,crk2_v2_raw_0f77cbc92345dc4a,health_seed,level_1,15,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_0fde7bfe01719d24,crk2_v2_raw_0fde7bfe01719d24,health_seed,level_2,32,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_101d907a2c072f41,crk2_v2_raw_101d907a2c072f41,health_seed,level_3,28,5,0,5,1,0,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_104245001b666951,crk2_v2_raw_104245001b666951,health_seed,level_2,15,1,2,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_107001ba3408b82c,crk2_v2_raw_107001ba3408b82c,health_seed,level_2,17,3,0,3,1,0,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_1083e5d20ae92b99,crk2_v2_raw_1083e5d20ae92b99,health_seed,level_1,14,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_109b7f6ffb3f12e5,crk2_v2_raw_109b7f6ffb3f12e5,health_seed,level_2,10,3,1,4,1,1,1,0,0,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_10b85b7e1ae47b17,crk2_v2_raw_10b85b7e1ae47b17,health_seed,level_2,13,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_10e1e326455ff81b,crk2_v2_raw_10e1e326455ff81b,health_seed,level_3,15,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_1228f200279e8e4f,crk2_v2_raw_1228f200279e8e4f,health_seed,level_2,13,2,2,4,1,1,1,0,0,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_1258742b0134db56,crk2_v2_raw_1258742b0134db56,health_seed,level_2,11,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_13005dfb4870e191,crk2_v2_raw_13005dfb4870e191,health_seed,level_2,20,5,0,5,1,0,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_1326ce0ca9989eb0,crk2_v2_raw_1326ce0ca9989eb0,health_seed,level_3,11,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_13553d70786a6f42,crk2_v2_raw_13553d70786a6f42,health_seed,level_1,8,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_140454ead2fde68e,crk2_v2_raw_140454ead2fde68e,health_seed,level_3,21,7,3,10,1,1,1,0,1,9.5367431640625e-07,0.0009765625,0.056313514709472656
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_14215d84d4101e23,crk2_v2_raw_14215d84d4101e23,health_seed,level_2,11,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_148b870bb1034e58,crk2_v2_raw_148b870bb1034e58,health_seed,level_2,15,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_14aa6d57bc4a7eb3,crk2_v2_raw_14aa6d57bc4a7eb3,health_seed,level_1,23,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_14d7af3747a77b38,crk2_v2_raw_14d7af3747a77b38,health_seed,level_1,21,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_14f9e9037ebf5124,crk2_v2_raw_14f9e9037ebf5124,health_seed,level_2,10,3,3,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_1565e4972eccef7a,crk2_v2_raw_1565e4972eccef7a,health_seed,level_2,12,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_156c3380f56358fd,crk2_v2_raw_156c3380f56358fd,health_seed,level_2,13,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_15fa16984b2562c0,crk2_v2_raw_15fa16984b2562c0,health_seed,level_3,16,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_162a0cc9be9dcb63,crk2_v2_raw_162a0cc9be9dcb63,health_seed,level_3,32,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_165087639f136f38,crk2_v2_raw_165087639f136f38,health_seed,level_1,7,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_166009e7e7a798a9,crk2_v2_raw_166009e7e7a798a9,health_seed,level_2,10,3,0,3,1,0,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_168643aa796c78d6,crk2_v2_raw_168643aa796c78d6,health_seed,level_1,9,6,2,8,1,1,1,0,1,1.52587890625e-05,0.00390625,0.1001129150390625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_1698acb616e96e4b,crk2_v2_raw_1698acb616e96e4b,health_seed,level_1,8,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_16dde5d7206ee3bd,crk2_v2_raw_16dde5d7206ee3bd,health_seed,level_2,12,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_16f6b0c4d34e1403,crk2_v2_raw_16f6b0c4d34e1403,health_seed,level_2,12,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_173a3d07d7a45ed8,crk2_v2_raw_173a3d07d7a45ed8,health_seed,level_3,17,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_175b595b2c5eb7d0,crk2_v2_raw_175b595b2c5eb7d0,health_seed,level_3,21,3,2,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
