mode,model_key,condition,answer_request_id,sample_id,domain,difficulty,atom_count,over_budget,under_budget,total_budget,sample_any_opb,sample_any_upb,sample_any_error,sample_exact,severe_two_step,scs_rho_0_25,scs_rho_0_5,scs_rho_0_75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_0e4403067b1877d9,crk2_v2_raw_0e4403067b1877d9,health_seed,level_2,21,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_0e62e6de25af7302,crk2_v2_raw_0e62e6de25af7302,health_seed,level_2,58,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1228f200279e8e4f,crk2_v2_raw_1228f200279e8e4f,health_seed,level_2,13,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_14d7af3747a77b38,crk2_v2_raw_14d7af3747a77b38,health_seed,level_1,21,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_14f9e9037ebf5124,crk2_v2_raw_14f9e9037ebf5124,health_seed,level_2,10,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1565e4972eccef7a,crk2_v2_raw_1565e4972eccef7a,health_seed,level_2,12,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_156c3380f56358fd,crk2_v2_raw_156c3380f56358fd,health_seed,level_2,13,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_162a0cc9be9dcb63,crk2_v2_raw_162a0cc9be9dcb63,health_seed,level_3,32,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_165087639f136f38,crk2_v2_raw_165087639f136f38,health_seed,level_1,7,2,4,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_168643aa796c78d6,crk2_v2_raw_168643aa796c78d6,health_seed,level_1,9,0,3,3,0,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_17bb53ae3068a8b1,crk2_v2_raw_17bb53ae3068a8b1,health_seed,level_1,9,3,0,3,1,0,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1999e8213a134600,crk2_v2_raw_1999e8213a134600,health_seed,level_2,15,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1a0b6a0ef4d42e9f,crk2_v2_raw_1a0b6a0ef4d42e9f,health_seed,level_3,22,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1af83f75788f1495,crk2_v2_raw_1af83f75788f1495,health_seed,level_2,18,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1b7efe2f9732dc31,crk2_v2_raw_1b7efe2f9732dc31,health_seed,level_2,15,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1b95a37e10d267bf,crk2_v2_raw_1b95a37e10d267bf,health_seed,level_3,24,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1bbaa5fe5ba84d57,crk2_v2_raw_1bbaa5fe5ba84d57,health_seed,level_1,9,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1d297a4b4300c907,crk2_v2_raw_1d297a4b4300c907,health_seed,level_1,14,1,2,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1d6640374832e4f7,crk2_v2_raw_1d6640374832e4f7,health_seed,level_3,16,0,3,3,0,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1d8ca4d210121a9a,crk2_v2_raw_1d8ca4d210121a9a,health_seed,level_2,9,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1d95162329aaa19f,crk2_v2_raw_1d95162329aaa19f,health_seed,level_2,9,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_1eb68b84e06f3139,crk2_v2_raw_1eb68b84e06f3139,health_seed,level_1,7,2,3,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_21958bad98bd79ba,crk2_v2_raw_21958bad98bd79ba,health_seed,level_2,12,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2204ea9f9b342ca3,crk2_v2_raw_2204ea9f9b342ca3,health_seed,level_2,22,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_22e27e017a7af3aa,crk2_v2_raw_22e27e017a7af3aa,health_seed,level_2,10,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_257d6ab70a5c4c8a,crk2_v2_raw_257d6ab70a5c4c8a,health_seed,level_3,24,1,2,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_26dde80a4e280331,crk2_v2_raw_26dde80a4e280331,health_seed,level_1,14,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_282fcbf4d77f5ed1,crk2_v2_raw_282fcbf4d77f5ed1,health_seed,level_3,15,0,3,3,0,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_29719439a424f37a,crk2_v2_raw_29719439a424f37a,health_seed,level_1,7,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_29af3f46b3cdc458,crk2_v2_raw_29af3f46b3cdc458,health_seed,level_2,9,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2a6598cc75908cee,crk2_v2_raw_2a6598cc75908cee,health_seed,level_2,14,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2ae1193eb1cbc228,crk2_v2_raw_2ae1193eb1cbc228,health_seed,level_3,19,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2c768553394853de,crk2_v2_raw_2c768553394853de,health_seed,level_2,13,0,3,3,0,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2cea47a90afaf1f6,crk2_v2_raw_2cea47a90afaf1f6,health_seed,level_2,13,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2cfaaf30ee783a46,crk2_v2_raw_2cfaaf30ee783a46,health_seed,level_1,10,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2da2f4551bdc705d,crk2_v2_raw_2da2f4551bdc705d,health_seed,level_2,13,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_2de597d96d5c1dd3,crk2_v2_raw_2de597d96d5c1dd3,health_seed,level_2,9,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3096df49e9f12919,crk2_v2_raw_3096df49e9f12919,health_seed,level_1,12,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_30b87526e49a0af9,crk2_v2_raw_30b87526e49a0af9,health_seed,level_1,8,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_30d76d11aa26e1f5,crk2_v2_raw_30d76d11aa26e1f5,health_seed,level_2,30,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3392ca08dd7d5a15,crk2_v2_raw_3392ca08dd7d5a15,health_seed,level_1,8,2,3,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3393219c7f66d635,crk2_v2_raw_3393219c7f66d635,health_seed,level_2,11,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_35785959a484d0ab,crk2_v2_raw_35785959a484d0ab,health_seed,level_3,29,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_357e14f38a4cf181,crk2_v2_raw_357e14f38a4cf181,health_seed,level_3,11,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_35b9516bc930c6ff,crk2_v2_raw_35b9516bc930c6ff,health_seed,level_1,8,0,2,2,0,1,1,0,1,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_36980de438861fc6,crk2_v2_raw_36980de438861fc6,health_seed,level_1,10,0,2,2,0,1,1,0,1,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_37a993c038651217,crk2_v2_raw_37a993c038651217,health_seed,level_3,22,3,2,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_391193cf97ca5fa7,crk2_v2_raw_391193cf97ca5fa7,health_seed,level_1,7,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3b82d780f69e1239,crk2_v2_raw_3b82d780f69e1239,health_seed,level_2,20,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3ba0ae0c4d48640f,crk2_v2_raw_3ba0ae0c4d48640f,health_seed,level_3,35,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3bee6e12199aa520,crk2_v2_raw_3bee6e12199aa520,health_seed,level_2,18,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3c00eb4b747b42d6,crk2_v2_raw_3c00eb4b747b42d6,health_seed,level_2,9,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3c61b70ffd191f14,crk2_v2_raw_3c61b70ffd191f14,health_seed,level_2,21,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3d153b6561906de0,crk2_v2_raw_3d153b6561906de0,health_seed,level_1,13,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3da93299993c42e1,crk2_v2_raw_3da93299993c42e1,health_seed,level_3,19,1,2,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3eb8579663f4bb7d,crk2_v2_raw_3eb8579663f4bb7d,health_seed,level_2,12,4,0,4,1,0,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_3fc53c9edc677d40,crk2_v2_raw_3fc53c9edc677d40,health_seed,level_2,22,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_404cfe8ef0c2dffe,crk2_v2_raw_404cfe8ef0c2dffe,health_seed,level_1,9,2,1,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_405a2afcb41d3f28,crk2_v2_raw_405a2afcb41d3f28,health_seed,level_1,6,0,3,3,0,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_40752463136a7d25,crk2_v2_raw_40752463136a7d25,health_seed,level_2,24,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_40b8fd5021d5cd0e,crk2_v2_raw_40b8fd5021d5cd0e,health_seed,level_2,9,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4114197471c6fba8,crk2_v2_raw_4114197471c6fba8,health_seed,level_2,23,2,1,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_44148a3e42834498,crk2_v2_raw_44148a3e42834498,health_seed,level_2,17,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_442b8cf4e4ea2b46,crk2_v2_raw_442b8cf4e4ea2b46,health_seed,level_2,27,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_47a315c159932ec7,crk2_v2_raw_47a315c159932ec7,health_seed,level_3,13,2,1,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_498ac48ac1ad97d8,crk2_v2_raw_498ac48ac1ad97d8,health_seed,level_2,9,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4a953b38f4f0f72a,crk2_v2_raw_4a953b38f4f0f72a,health_seed,level_3,16,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4b402ebddfc9fbd0,crk2_v2_raw_4b402ebddfc9fbd0,health_seed,level_2,21,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4d80f5b1c7a5c73a,crk2_v2_raw_4d80f5b1c7a5c73a,health_seed,level_3,23,0,3,3,0,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4d86f1de761bed83,crk2_v2_raw_4d86f1de761bed83,health_seed,level_2,11,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4e95ceabb56fa224,crk2_v2_raw_4e95ceabb56fa224,health_seed,level_2,14,0,3,3,0,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4ebf0f0a8de4b5a3,crk2_v2_raw_4ebf0f0a8de4b5a3,health_seed,level_2,11,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4fc6352b9104d10d,crk2_v2_raw_4fc6352b9104d10d,health_seed,level_2,18,3,1,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4fc9593aac3759d8,crk2_v2_raw_4fc9593aac3759d8,health_seed,level_2,19,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_4fd2143cd0dee4be,crk2_v2_raw_4fd2143cd0dee4be,health_seed,level_2,27,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_50521e9e6a08d578,crk2_v2_raw_50521e9e6a08d578,health_seed,level_2,10,0,3,3,0,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_50e685a8974b62e0,crk2_v2_raw_50e685a8974b62e0,health_seed,level_3,22,7,3,10,1,1,1,0,1,9.5367431640625e-07,0.0009765625,0.056313514709472656
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_5100fa327b186a2c,crk2_v2_raw_5100fa327b186a2c,health_seed,level_1,6,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_513bd2e85b7fc2cc,crk2_v2_raw_513bd2e85b7fc2cc,health_seed,level_1,12,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_51a5f0355bb2f279,crk2_v2_raw_51a5f0355bb2f279,health_seed,level_2,25,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_51b204eb84b05a25,crk2_v2_raw_51b204eb84b05a25,health_seed,level_3,18,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_528790ffb16995b2,crk2_v2_raw_528790ffb16995b2,health_seed,level_1,16,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_531e1d93baefaf5a,crk2_v2_raw_531e1d93baefaf5a,health_seed,level_3,23,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_53be25e7eac6bce1,crk2_v2_raw_53be25e7eac6bce1,health_seed,level_2,11,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_54e77858876e9cf9,crk2_v2_raw_54e77858876e9cf9,health_seed,level_1,7,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_55f0c2af790b7f04,crk2_v2_raw_55f0c2af790b7f04,health_seed,level_1,8,0,3,3,0,1,1,0,1,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_57a63625e2687cac,crk2_v2_raw_57a63625e2687cac,health_seed,level_3,12,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_59833babdb687896,crk2_v2_raw_59833babdb687896,health_seed,level_1,9,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_5ad5f5d13617ca5d,crk2_v2_raw_5ad5f5d13617ca5d,health_seed,level_1,9,0,2,2,0,1,1,0,0,0.0625,0.25,0.5625
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_5c1eccd25df97a7a,crk2_v2_raw_5c1eccd25df97a7a,health_seed,level_1,10,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_5dc592a82d3afbf5,crk2_v2_raw_5dc592a82d3afbf5,health_seed,level_1,15,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_5debf7869b7f5d11,crk2_v2_raw_5debf7869b7f5d11,health_seed,level_2,13,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_5f057cc381db7af2,crk2_v2_raw_5f057cc381db7af2,health_seed,level_2,14,0,3,3,0,1,1,0,0,0.015625,0.125,0.421875
nonthinking,codex-gpt56-sol,full_memory,answer:codex-gpt56-sol:full_memory:crk2_v2_raw_5f1529a15c4d985f,crk2_v2_raw_5f1529a15c4d985f,health_seed,level_2,12,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
