model,condition,metric,mean,population_sd,minimum,maximum
deepseek-flash,full_memory,sample_any_opb_rate,0.6734143049932525,0.014997375688861591,0.6538461538461539,0.6902834008097166
deepseek-flash,full_memory,sample_any_upb_rate,0.4190283400809716,0.0057255609812675926,0.4109311740890688,0.4230769230769231
deepseek-flash,full_memory,sample_event_h,0.41784606901401694,0.011107027511549359,0.4059798665061823,0.43269230769230765
deepseek-flash,full_memory,sample_exact_accuracy,0.15924426450742238,0.005313095731451967,0.15182186234817813,0.16396761133603238
deepseek-flash,no_memory,memcalib_score,0.41875333046760693,0.003320551514717202,0.4150213213116283,0.423087770640787
deepseek-flash,no_memory,memcalib_h_score,0.23039927992874143,0.008277750576696948,0.2201680687840906,0.240441696924309
deepseek-flash,no_memory,opb_error_rate,0.002129953688973733,0.0008012744188843164,0.0011878247958426132,0.003146321631845017
deepseek-flash,no_memory,upb_error_rate,0.8697400506096158,0.0052945857600574416,0.8633126293995859,0.876280193236715
deepseek-flash,no_memory,strict_sample_accuracy,0.06612685560053981,0.00667982114481219,0.058704453441295545,0.07489878542510121
deepseek-flash,no_memory,mean_task_quality,3.1707152496626185,0.012623675393974191,3.1538461538461537,3.1842105263157894
deepseek-flash,no_memory,safety_failure_rate,0.02496626180836707,0.005804537966965336,0.018218623481781375,0.032388663967611336
deepseek-flash,no_memory,contradiction_rate,0.0006717044500419815,0.0003305628830399585,0.0003778337531486146,0.0011335012594458438
deepseek-flash,no_memory,constraint_violation_rate,0.0,0.0,0.0,0.0
deepseek-flash,no_memory,scs_0_5,0.20015972925101214,0.005177788045649756,0.1942133729757085,0.2068335652834008
deepseek-flash,no_memory,sample_directional_opb_0_5,0.024038461538461536,0.003990174147272224,0.019736842105263157,0.029352226720647773
deepseek-flash,no_memory,sample_directional_upb_0_5,0.7919170673076922,0.005048127128469546,0.786634931680162,0.7987174215587044
deepseek-flash,no_memory,sample_directional_h_0_5,0.34299394665538463,0.006751552974413332,0.3339860487904878,0.35023989000634576
deepseek-flash,no_memory,sample_any_opb_rate,0.03711201079622132,0.005313095731451963,0.032388663967611336,0.044534412955465584
deepseek-flash,no_memory,sample_any_upb_rate,0.926450742240216,0.005049470157589663,0.9210526315789473,0.9331983805668016
deepseek-flash,no_memory,sample_event_h,0.13661487543210074,0.008719498360310345,0.12497524105310698,0.14596083231334156
deepseek-flash,no_memory,sample_exact_accuracy,0.06612685560053981,0.00667982114481219,0.058704453441295545,0.07489878542510121
glm52,full_memory,memcalib_score,0.8155299279691649,0.005487253013518062,0.8078694724826225,0.8204339269895579
glm52,full_memory,memcalib_h_score,0.8540328589651853,0.004922103844046344,0.8471889192105263,0.8585552950406837
glm52,full_memory,opb_error_rate,0.05747575446907296,0.0006723938236385029,0.056552479937780606,0.05813447873581504
glm52,full_memory,upb_error_rate,0.21922935357717968,0.008176694485722516,0.2112146307798482,0.23045548654244308
glm52,full_memory,strict_sample_accuracy,0.19838056680161942,0.015939287194355896,0.17611336032388664,0.2125506072874494
glm52,full_memory,mean_task_quality,3.7139001349527665,0.014906020266109663,3.6963562753036436,3.7327935222672064
glm52,full_memory,safety_failure_rate,0.008097165991902834,0.002862780490633796,0.004048582995951417,0.010121457489878543
glm52,full_memory,contradiction_rate,0.00020990764063811922,5.937084644723321e-05,0.00012594458438287153,0.00025188916876574307
glm52,full_memory,constraint_violation_rate,0.0,0.0,0.0,0.0
glm52,full_memory,scs_0_5,0.3630551584014687,0.010193949825948177,0.34921253065348634,0.373463758090247
glm52,full_memory,sample_directional_opb_0_5,0.4841698094418174,0.005808205719561843,0.4762157949841457,0.48992251963750555
glm52,full_memory,sample_directional_upb_0_5,0.2357877867746289,0.008288365052329922,0.2263410931174089,0.24652074898785425
glm52,full_memory,sample_directional_h_0_5,0.6158816715805618,0.004606582226480378,0.6108534814822767,0.6219830884671784
glm52,full_memory,sample_any_opb_rate,0.6282051282051282,0.005049470157589663,0.6214574898785425,0.6336032388663968
glm52,full_memory,sample_any_upb_rate,0.35964912280701755,0.015882054380485577,0.34210526315789475,0.3805668016194332
glm52,full_memory,sample_event_h,0.47034377001392697,0.005358601976963908,0.46362484786766345,0.47673868601435043
glm52,full_memory,sample_exact_accuracy,0.19838056680161942,0.015939287194355896,0.17611336032388664,0.2125506072874494
glm52,no_memory,memcalib_score,0.43928843228543046,0.0032464354179840066,0.43470386099416797,0.44179354166378476
glm52,no_memory,memcalib_h_score,0.27888606658174847,0.0085213287954692,0.26688298801424837,0.2858172000444574
glm52,no_memory,opb_error_rate,0.003220560681585181,0.000914899211355675,0.001981475589493407,0.004162689574716301
glm52,no_memory,upb_error_rate,0.8378467908902691,0.005762714734912953,0.8331469979296067,0.8459627329192546
glm52,no_memory,strict_sample_accuracy,0.08502024291497974,0.008264135434491154,0.07489878542510121,0.0951417004048583
glm52,no_memory,mean_task_quality,3.3016194331983804,0.01032190184937811,3.2874493927125505,3.311740890688259
glm52,no_memory,safety_failure_rate,0.019568151147098516,0.0034406339497927026,0.016194331983805668,0.024291497975708502
glm52,no_memory,contradiction_rate,0.0003778337531486146,0.0002720713979180462,0.0,0.0006297229219143577
glm52,no_memory,constraint_violation_rate,4.1981528127623844e-05,5.937084644723321e-05,0.0,0.00012594458438287153
glm52,no_memory,scs_0_5,0.2262593834345479,0.00514513768798592,0.2195091093117409,0.23198696862348178
glm52,no_memory,sample_directional_opb_0_5,0.02977395411605938,0.004846746929338274,0.02327935222672065,0.034919028340080975
glm52,no_memory,sample_directional_upb_0_5,0.7658490426788124,0.005519396308172431,0.7615843243927125,0.7736430921052632
glm52,no_memory,sample_directional_h_0_5,0.37720847534491736,0.006844268603198592,0.36753651444215285,0.38236987597182936
glm52,no_memory,sample_any_opb_rate,0.04723346828609987,0.009398372656669447,0.03441295546558704,0.05668016194331984
glm52,no_memory,sample_any_upb_rate,0.9089068825910931,0.007204506242936113,0.902834008097166,0.9190283400809717
glm52,no_memory,sample_event_h,0.1661831638499673,0.011930915491026331,0.14941385602079887,0.1761842499094189
glm52,no_memory,sample_exact_accuracy,0.08502024291497974,0.008264135434491154,0.07489878542510121,0.0951417004048583
kimi,full_memory,memcalib_score,0.8351911881817308,0.0053252842524363535,0.8300152320700399,0.8425167908851456
kimi,full_memory,memcalib_h_score,0.8719886846071604,0.004615269336662514,0.867403952187021,0.878304263221727
kimi,full_memory,opb_error_rate,0.061648460423516106,0.000669461053629327,0.060732845476720754,0.06231484427475519
kimi,full_memory,upb_error_rate,0.18556475730388775,0.008329922384136552,0.1743271221532091,0.19424430641821946
kimi,full_memory,strict_sample_accuracy,0.21794871794871795,0.00910306178355739,0.21052631578947367,0.23076923076923078
kimi,full_memory,mean_task_quality,3.705802968960864,0.010626191462903906,3.6963562753036436,3.720647773279352
kimi,full_memory,safety_failure_rate,0.007422402159244265,0.001908520327089197,0.006072874493927126,0.010121457489878543
kimi,full_memory,contradiction_rate,0.00020990764063811922,0.00015708049482678174,0.0,0.0003778337531486146
kimi,full_memory,constraint_violation_rate,0.0,0.0,0.0,0.0
kimi,full_memory,scs_0_5,0.3772425992607909,0.009606899436993608,0.36996002815030365,0.3908167541751012
kimi,full_memory,sample_directional_opb_0_5,0.507551690023116,0.004558278177851182,0.501468797444332,0.5124412876391701
kimi,full_memory,sample_directional_upb_0_5,0.2053812415654521,0.008886697875584224,0.19281376518218624,0.21172823886639677
kimi,full_memory,sample_directional_h_0_5,0.6080603151020694,0.005989514371648325,0.6025131762355029,0.6163776523342908
kimi,full_memory,sample_any_opb_rate,0.6545209176788124,0.005049470157589663,0.6477732793522267,0.659919028340081
kimi,full_memory,sample_any_upb_rate,0.3232118758434548,0.015357363936222728,0.3016194331983806,0.3360323886639676
kimi,full_memory,sample_event_h,0.45743794072596694,0.007879189299752624,0.44978451090505417,0.4682782991270975
kimi,full_memory,sample_exact_accuracy,0.21794871794871795,0.00910306178355739,0.21052631578947367,0.23076923076923078
kimi,no_memory,memcalib_score,0.4228908723540918,0.0014970665986400115,0.421756734670456,0.425006201957882
kimi,no_memory,memcalib_h_score,0.24069241379922077,0.003285276299508703,0.23813895628447707,0.2453306082468042
kimi,no_memory,opb_error_rate,0.002525895287587938,0.00012618212109855937,0.0023526708381942235,0.0026496270371548767
kimi,no_memory,upb_error_rate,0.8631377961812744,0.0021247771399890906,0.8601380262249827,0.8647895100069014
kimi,no_memory,strict_sample_accuracy,0.06680161943319839,0.0,0.06680161943319839,0.06680161943319839
kimi,no_memory,mean_task_quality,3.2287449392712553,0.014875443782084082,3.210526315789474,3.2469635627530367
kimi,no_memory,safety_failure_rate,0.016869095816464237,0.005049470157589664,0.010121457489878543,0.022267206477732792
kimi,no_memory,contradiction_rate,0.0005877413937867338,0.00048597132253527396,0.00012594458438287153,0.0012594458438287153
kimi,no_memory,constraint_violation_rate,4.1981528127623844e-05,5.937084644723321e-05,0.0,0.00012594458438287153
kimi,no_memory,scs_0_5,0.20663851636302297,0.0011353567928735606,0.20558024418016194,0.20821340460526316
kimi,no_memory,sample_directional_opb_0_5,0.030195681511470982,0.0013282739328629902,0.02834008097165992,0.03137651821862348
kimi,no_memory,sample_directional_upb_0_5,0.7835800438596491,0.001092485865823348,0.7820881831983806,0.784673899291498
kimi,no_memory,sample_directional_h_0_5,0.3538699838297088,0.0015480505871096608,0.35232905264098874,0.3559872379130671
kimi,no_memory,sample_any_opb_rate,0.048582995951417,0.0028627804906337963,0.044534412955465584,0.05060728744939271
kimi,no_memory,sample_any_upb_rate,0.9244264507422403,0.0009542601635445814,0.9230769230769231,0.9251012145748988
kimi,no_memory,sample_event_h,0.14002369805304246,0.0016683541289108613,0.13884399353506902,0.14238310708898935
kimi,no_memory,sample_exact_accuracy,0.06680161943319839,0.0,0.06680161943319839,0.06680161943319839
qwen-flash,full_memory,memcalib_score,0.8290324518748392,0.004532332690221867,0.8248004537343164,0.8353174680026622
qwen-flash,full_memory,memcalib_h_score,0.8698666107328613,0.003666823797383902,0.8664376780264199,0.8749500844343396
qwen-flash,full_memory,opb_error_rate,0.08755553198760324,0.0005463185296177002,0.08679605472478523,0.08805811857036801
qwen-flash,full_memory,upb_error_rate,0.168895790200138,0.006252229966425384,0.16022774327122152,0.17474120082815736
qwen-flash,full_memory,strict_sample_accuracy,0.12887989203778677,0.0025247350787948337,0.12550607287449392,0.13157894736842105
qwen-flash,full_memory,mean_task_quality,3.6248313090418356,0.003440633949792655,3.6214574898785425,3.6295546558704452
qwen-flash,full_memory,safety_failure_rate,0.004048582995951417,0.0,0.004048582995951417,0.004048582995951417
qwen-flash,full_memory,contradiction_rate,0.00033585222502099076,5.937084644723321e-05,0.00025188916876574307,0.0003778337531486146
qwen-flash,full_memory,constraint_violation_rate,0.0,0.0,0.0,0.0
qwen-flash,full_memory,scs_0_5,0.2692306096415449,0.0027976199639810793,0.26650446532708916,0.2730768489451543
qwen-flash,full_memory,sample_directional_opb_0_5,0.6486320495605469,0.0019003320575977766,0.6461753690773658,0.6508040177194696
qwen-flash,full_memory,sample_directional_upb_0_5,0.1863297064777328,0.006926366956024041,0.17668269230769232,0.192623987854251
qwen-flash,full_memory,sample_directional_h_0_5,0.4907821971751865,0.001922886169547012,0.488066117526277,0.4922560831784194
qwen-flash,full_memory,sample_any_opb_rate,0.7995951417004049,0.0016528270868982464,0.7975708502024291,0.8016194331983806
qwen-flash,full_memory,sample_any_upb_rate,0.29959514170040485,0.010053754673246535,0.2854251012145749,0.3076923076923077
qwen-flash,full_memory,sample_event_h,0.3116250465782697,0.0021469233210415833,0.3085919928025191,0.31326139923424995
qwen-flash,full_memory,sample_exact_accuracy,0.12887989203778677,0.0025247350787948337,0.12550607287449392,0.13157894736842105
qwen-flash,no_memory,memcalib_score,0.4360638752988903,0.0021621920528126694,0.43309788948987166,0.43819092398156984
qwen-flash,no_memory,memcalib_h_score,0.2717059428457084,0.004881032282766553,0.26529948513634893,0.27713508475613746
qwen-flash,no_memory,opb_error_rate,0.0032034739161687937,0.00046037281736251287,0.0025753879874147135,0.0036659949800261606
qwen-flash,no_memory,upb_error_rate,0.8427007131354958,0.0032705776051702227,0.839047619047619,0.846984126984127
qwen-flash,no_memory,strict_sample_accuracy,0.07152496626180836,0.0062575023586340815,0.06275303643724696,0.07692307692307693
qwen-flash,no_memory,mean_task_quality,3.3582995951417005,0.011569789608287601,3.3421052631578947,3.3684210526315788
qwen-flash,no_memory,safety_failure_rate,0.010121457489878543,0.001652827086898231,0.008097165991902834,0.012145748987854251
qwen-flash,no_memory,contradiction_rate,0.00054575986565911,0.00021406463113319836,0.00025188916876574307,0.0007556675062972292
qwen-flash,no_memory,constraint_violation_rate,8.396305625524769e-05,5.937084644723321e-05,0.0,0.00012594458438287153
qwen-flash,no_memory,scs_0_5,0.21978323211875841,0.003096038599800496,0.21585589574898786,0.22342326670040485
qwen-flash,no_memory,sample_directional_opb_0_5,0.03365384615384615,0.0018363310608196055,0.03188259109311741,0.03618421052631579
qwen-flash,no_memory,sample_directional_upb_0_5,0.7709703947368421,0.003026915605075827,0.7668980895748988,0.774149164979757
qwen-flash,no_memory,sample_directional_h_0_5,0.3702840547686719,0.003835233957406784,0.3661853635188285,0.37540977436158124
qwen-flash,no_memory,sample_any_opb_rate,0.05263157894736842,0.0028627804906337963,0.05060728744939271,0.05668016194331984
qwen-flash,no_memory,sample_any_upb_rate,0.9224021592442645,0.0050494701575896726,0.917004048582996,0.9291497975708503
qwen-flash,no_memory,sample_event_h,0.14340049676411884,0.008618995419850839,0.13186009896536205,0.15256849451804289
qwen-flash,no_memory,sample_exact_accuracy,0.07152496626180836,0.0062575023586340815,0.06275303643724696,0.07692307692307693
qwen-max,full_memory,memcalib_score,0.7813106411524796,0.004825274921029092,0.7748075394904097,0.7863530489501246
qwen-max,full_memory,memcalib_h_score,0.8223305822652708,0.004578553472607575,0.8164328678324647,0.8275940563407012
qwen-max,full_memory,opb_error_rate,0.05727719447095839,0.0021735011342010704,0.05422809064234454,0.059138473503729624
qwen-max,full_memory,upb_error_rate,0.27075684380032206,0.0073701057029849455,0.26133195307108353,0.2793236714975845
qwen-max,full_memory,strict_sample_accuracy,0.16936572199730093,0.005049470157589665,0.16396761133603238,0.17611336032388664
qwen-max,full_memory,mean_task_quality,3.645074224021593,0.017673145551563792,3.6315789473684212,3.6700404858299596
qwen-max,full_memory,safety_failure_rate,0.009446693657219974,0.001908520327089197,0.008097165991902834,0.012145748987854251
qwen-max,full_memory,contradiction_rate,0.00025188916876574307,0.0,0.00025188916876574307,0.00025188916876574307
qwen-max,full_memory,constraint_violation_rate,0.0,0.0,0.0,0.0
qwen-max,full_memory,scs_0_5,0.3343208508613782,0.00803327198055769,0.32299915885153085,0.3407969609928517
qwen-max,full_memory,sample_directional_opb_0_5,0.503503549758561,0.01066302773902648,0.49216501336348684,0.5177826051287323
qwen-max,full_memory,sample_directional_upb_0_5,0.28709092442645073,0.005923956551896891,0.27960526315789475,0.2940915991902834
qwen-max,full_memory,sample_directional_h_0_5,0.5852960789603631,0.008780940073806719,0.5730055037835456,0.5929787943477031
qwen-max,full_memory,sample_any_opb_rate,0.6653171390013496,0.015709104894497717,0.645748987854251,0.6842105263157895
qwen-max,full_memory,sample_any_upb_rate,0.4325236167341431,0.0066798211448122,0.4230769230769231,0.43724696356275305
qwen-max,full_memory,sample_event_h,0.4208116204709375,0.012448249664341545,0.40455978656318214,0.4347981517727073
qwen-max,full_memory,sample_exact_accuracy,0.16936572199730093,0.005049470157589665,0.16396761133603238,0.17611336032388664
qwen-max,no_memory,memcalib_score,0.44377498480464816,0.004567016785870866,0.43889834168714775,0.4498807615317735
qwen-max,no_memory,memcalib_h_score,0.28898407916517155,0.009853233063404434,0.2785996782271971,0.30222317130561777
qwen-max,no_memory,opb_error_rate,0.003369038781065507,0.0001603746770207339,0.0032205606815851806,0.003591755930285997
qwen-max,no_memory,upb_error_rate,0.8309684840119623,0.0067526672929894924,0.8218840579710145,0.8380607315389924
qwen-max,no_memory,strict_sample_accuracy,0.09041835357624832,0.0025247350787948324,0.08704453441295547,0.0931174089068826
qwen-max,no_memory,mean_task_quality,3.342780026990553,0.01655579506934576,3.3218623481781377,3.3623481781376516
qwen-max,no_memory,safety_failure_rate,0.01349527665317139,0.0009542601635445985,0.012145748987854251,0.01417004048582996
qwen-max,no_memory,contradiction_rate,0.0009235936188077246,0.00021406463113319836,0.0006297229219143577,0.0011335012594458438
qwen-max,no_memory,constraint_violation_rate,0.00012594458438287153,0.00010283332253497809,0.0,0.00025188916876574307
qwen-max,no_memory,scs_0_5,0.2310433535762483,0.004541395045828287,0.22579548329959515,0.23687373481781376
qwen-max,no_memory,sample_directional_opb_0_5,0.03356950067476383,0.003209564370857025,0.030364372469635626,0.03795546558704453
qwen-max,no_memory,sample_directional_upb_0_5,0.759512588562753,0.0037734458601006884,0.7542067307692307,0.7626597292510121
qwen-max,no_memory,sample_directional_h_0_5,0.3851235474988668,0.004927487649770829,0.38074837914813336,0.3920083253294942
qwen-max,no_memory,sample_any_opb_rate,0.05263157894736842,0.004372969432124061,0.048582995951417005,0.058704453441295545
qwen-max,no_memory,sample_any_upb_rate,0.9014844804318489,0.0019085203270891628,0.8987854251012146,0.902834008097166
qwen-max,no_memory,sample_event_h,0.1784668553278548,0.0031548279525415567,0.1761488742098161,0.18292730492304565
qwen-max,no_memory,sample_exact_accuracy,0.09041835357624832,0.0025247350787948324,0.08704453441295547,0.0931174089068826
qwen3-8b,full_memory,memcalib_score,0.6592493675505845,0.0020520423465935967,0.656783804513058,0.6618076926820996
qwen3-8b,full_memory,memcalib_h_score,0.6771216505772824,0.0027522672933247747,0.673665634228913,0.6804002799594707
qwen3-8b,full_memory,opb_error_rate,0.03171716100446612,0.0004168938606141598,0.031180400890868598,0.032196768833739876
qwen3-8b,full_memory,upb_error_rate,0.4794087876696573,0.0033276742806913322,0.4755141476880608,0.4836438923395445
qwen3-8b,full_memory,strict_sample_accuracy,0.15587044534412955,0.008264135434491164,0.145748987854251,0.1659919028340081
qwen3-8b,full_memory,mean_task_quality,3.101889338731444,0.002524735078794807,3.0991902834008096,3.1052631578947367
qwen3-8b,full_memory,safety_failure_rate,0.053306342780026994,0.0041595236187375005,0.048582995951417005,0.058704453441295545
qwen3-8b,full_memory,contradiction_rate,0.0,0.0,0.0,0.0
qwen3-8b,full_memory,constraint_violation_rate,0.0,0.0,0.0,0.0
